,country,article_name,revision_id,article_quality_est,population
1751,Nigeria,Suleiman Takuma,710317252,Start,206140000.0
1752,Guinea,Ibrahima Kassory Fofana,710318231,Stub,12560000.0
1753,Sweden,Erik Marks von Würtemberg,710320778,Stub,10377000.0
1754,Finland,Ivar Nordlund,710330848,Stub,5529000.0
1756,China,Chen Shen,710343218,Start,1402385000.0
1757,Guinea,Fodé Soumah,710356526,Stub,12560000.0
1758,Somalia,Muhammad Ibrahim Habsade,710359584,Start,15893000.0
1759,Colombia,José Vicente Concha,710367511,C,49444000.0
1760,Portugal,Manuel Maria Coelho,710372216,Stub,10255000.0
1761,Uruguay,Faustino Harrison,710377009,Stub,3531000.0
1762,China,Yang Su,710380406,B,1402385000.0
1763,China,Su Wei (politician),710380529,B,1402385000.0
1764,Turkey,Fikri Karadağ,710386192,Start,83737000.0
1765,Chile,Roberto Delmastro,710386321,Stub,19470000.0
1766,Palestinian Territory,Anastas Hanania,710390049,Start,5008000.0
1767,Bolivia,Jaime Solares,710390871,Stub,11633000.0
1768,Russia,Solomon Lozovsky,710398225,Start,146733000.0
1769,China,Li Baiyao,710401836,Stub,1402385000.0
1770,Estonia,Peeter Lepp,710411012,Stub,1331000.0
1771,Estonia,Priit Vilba,710411791,Stub,1331000.0
1772,Nepal,Romy Gauchan Thakali,710416217,Stub,29996000.0
1773,Nepal,Gehendra Giri,710418415,Stub,29996000.0
1774,Chile,Luis Barros Borgoño,710419619,Start,19470000.0
1775,France,Jean-Michel Tobie,710420406,Stub,64940000.0
1776,France,Camille Sée,710421219,Stub,64940000.0
1777,Nepal,Shanker Prasad Pandey,710421408,Stub,29996000.0
1778,Nigeria,Igwegbe Odum,710422165,Stub,206140000.0
1780,Uruguay,Jorge Orrico,710440949,Stub,3531000.0
1781,Colombia,Alberto Carrasquilla Barrera,710455854,Start,49444000.0
1782,Ethiopia,Monarchies of Ethiopia,710459204,Start,114916000.0
1783,China,Yu Shiji,710482565,B,1402385000.0
1784,Mozambique,Filipe Samuel Magaia,710489311,Stub,31166000.0
1785,Gambia,Kalifa Kambi,710491445,Stub,2417000.0
1787,Sierra Leone,William John Campbell,710505214,Stub,7977000.0
1788,Italy,David Levi (Italy),710506080,Start,60296000.0
1789,Mexico,Martha Lara,710507112,Start,127792000.0
1790,Nigeria,Isaac Shaahu,710510120,Stub,206140000.0
1791,Nigeria,Ahmed Musa (politician),710510264,Stub,206140000.0
1792,Nigeria,John Kadiya,710510671,Stub,206140000.0
1793,Nigeria,Mahmud Tukur,710518211,Stub,206140000.0
1794,Estonia,Jaan Mark,710519866,Stub,1331000.0
1795,Zimbabwe,Tinos Rusere,710524880,Start,14863000.0
1796,Armenia,Ruben Tovmasyan,710525392,Stub,2956000.0
1797,Sierra Leone,Ernest Beoku-Betts,710528003,Stub,7977000.0
1798,Nigeria,Dapo Sarumi,710533184,Stub,206140000.0
1799,Nigeria,Abraham Imogie,710533207,Stub,206140000.0
1800,Nigeria,Adelusi Adeluyi,710533503,Stub,206140000.0
1802,Poland,Zygmunt Żuławski,710546070,Stub,38368000.0
1804,Guatemala,Pedro Molina Mazariegos,710547821,Stub,18066000.0
1805,Uruguay,Bernardo Berro,710548130,Stub,3531000.0
1806,Greece,Christos Zois,710549010,Start,10700000.0
1808,Hungary,Konrád Burchard-Bélaváry,710571525,Stub,9767000.0
1809,Canada,Cyril Keeper,710575028,C,38190000.0
1811,Mauritania,Mohamed Ali Ould Sidi Mohamed,710585042,Stub,4650000.0
1813,Mali,Ahmed Diane Semega,710585899,Stub,20251000.0
1814,Cameroon,Jean Bernard Sindeu,710585993,Stub,26598000.0
1815,France,Émile Zurlinden,710594186,Stub,64940000.0
1816,Togo,Cokossi,710595345,Stub,8279000.0
1818,Central African Republic,Marcel Metefara,710611754,Stub,4830000.0
1819,Zimbabwe,Gift Tandare,710615823,Stub,14863000.0
1820,Canada,Adam Aptowitzer,710619647,Stub,38190000.0
1821,Uruguay,Alberto Guani,710630208,Start,3531000.0
1822,Belgium,Albert Devèze,710638406,Stub,11515000.0
1823,Belgium,Émile Coulonvaux,710638620,Stub,11515000.0
1824,Belgium,Henri Liebaert,710638943,Stub,11515000.0
1825,Belgium,Maurice Destenay,710639013,Stub,11515000.0
1826,Ireland,Alejo Bay,710640812,Stub,5003000.0
1827,Belgium,Norbert Hougardy,710645743,Stub,11515000.0
1828,Belgium,Paul Janson,710646792,Start,11515000.0
1829,Fiji,J. B. Tularam,710648971,Stub,896000.0
1830,Fiji,Said Hasan,710649880,Stub,896000.0
1831,Fiji,M. S. Buksh,710650020,Start,896000.0
1832,Tajikistan,Akbar Turajonzoda,710652820,Start,9429000.0
1833,Fiji,A. R. Manu,710656147,Stub,896000.0
1834,Switzerland,Pius Segmüller,710666365,Stub,8634000.0
1835,Fiji,M. T. Khan,710670253,Stub,896000.0
1836,Fiji,Ujagar Singh,710670533,Stub,896000.0
1837,Chad,Dunama I,710675092,Stub,16877000.0
1838,Colombia,Indalecio Liévano,710675515,Stub,49444000.0
1839,Palestinian Territory,Joudeh George Murqos,710676772,Stub,5008000.0
1841,San Marino,Gian Marco Marcucci,710679320,Stub,34000.0
1842,Mozambique,Tobias Joaquim Dai,710684508,Stub,31166000.0
1843,Uruguay,Daniel Díaz Maynard,710688059,Stub,3531000.0
1844,Philippines,Eriberto Loreto,710688917,Stub,109581000.0
1845,Sierra Leone,Winstanley Bankole Johnson,710690814,Start,7977000.0
1846,Azerbaijan,Javad Malik-Yeganov,710699672,C,10108000.0
1847,Italy,Rosario Olivo,710741222,Stub,60296000.0
1848,Canada,Yvon Picotte,710753764,Start,38190000.0
1849,Australia,John Watson (Queensland politician),710759572,Stub,25754000.0
1850,Bolivia,José María Pérez de Urdininea,710786534,Stub,11633000.0
1851,Equatorial Guinea,Pastor Micha Ondó Bile,710791043,Stub,1403000.0
1852,Spain,Spanish viceroyalty,710795636,Stub,47635000.0
1853,Vietnam,Nguyễn Xuân Oánh,710799910,Stub,96209000.0
1854,United Kingdom,A. S. Albery,710802886,Stub,67160000.0
1855,United States,Sah-wich-ol-gadhw,710803018,Stub,329878000.0
1856,Russia,Valery Golubev,710803496,Stub,146733000.0
1857,Russia,Viktoriya Mitina,710803787,Stub,146733000.0
1858,Bulgaria,Dimitar Stanchov,710807598,C,6927000.0
1859,Uruguay,Hugo Cores,710809460,Stub,3531000.0
1860,Iran,Kianush Sanjari,710812022,Stub,84150000.0
1861,France,Georges-Paul Wagner,710813119,Start,64940000.0
1862,Sri Lanka,Jayanthi Pushpa Kumari,710816604,Stub,21937000.0
1864,Egypt,Ali El-Sayed Ali Al-Moselhi,710831684,Stub,100803000.0
1865,Romania,Gheorghe Falcă,710844112,Stub,19241000.0
1866,Poland,Adam Piłsudski,710844191,Stub,38368000.0
1867,Madagascar,Christian Rémi Richard,710866616,Stub,27691000.0
1868,Iraq,Taha al-Liheibi,710870920,Stub,39725000.0
1869,France,Leroux de Touffreville,710871074,Stub,64940000.0
1870,Belgium,Édouard Pecher,710882367,Stub,11515000.0
1871,Belgium,Louis Waltniel,710891170,Stub,11515000.0
1872,Colombia,Santos Gutiérrez,710891295,Start,49444000.0
1873,Tanzania,Batilda Salha Burian,710911346,Stub,59734000.0
1874,Germany,Gerd Greune,710911349,Stub,83300000.0
1875,Lebanon,Elie Kayrouz,710912869,Stub,6825000.0
1876,Lebanon,Farid Habib,710912925,Start,6825000.0
1877,Brazil,Lourival Fontes,710924239,Stub,211812000.0
1878,Poland,Ozjasz Thon,710929355,Start,38368000.0
1879,Belgium,Victor Sabbe,710930649,Stub,11515000.0
1880,Belgium,Jules Boedt,710930776,Stub,11515000.0
1881,Belgium,Louis D'Haeseleer,710930832,Stub,11515000.0
1882,France,Léon Carcassonne,710942830,Stub,64940000.0
1883,Japan,Masakatsu Koike,710950386,Stub,125967000.0
1884,Fiji,Kamlesh Reddy,710954225,Stub,896000.0
1885,Fiji,Narendra Kumar Padarath,710954270,Stub,896000.0
1886,Fiji,Vijay Nair,710961938,Stub,896000.0
1887,Fiji,Sachida Nand Sharma,710962188,Stub,896000.0
1888,Fiji,Chandra Singh,710962198,Stub,896000.0
1889,Fiji,Lavenia Padarath,710962215,Stub,896000.0
1890,Fiji,Tom Ricketts (Fiji politician),710962243,Stub,896000.0
1891,Gambia,Bala Garba Jahumpa,710963829,Start,2417000.0
1892,Spain,Alonso Gonzalez Calderón,710969632,Stub,47635000.0
1893,Sierra Leone,Sama Sahr Mondeh,710973406,Stub,7977000.0
1894,Finland,Paavo Nikula,710983727,Stub,5529000.0
1895,Nigeria,Samuel Edem,710985648,Stub,206140000.0
1896,Palestinian Territory,Ali al-Sartawi,710990363,Stub,5008000.0
1897,Myanmar,Ko Ko Oo,710995551,Stub,54704000.0
1898,Ethiopia,Malko,710998579,Stub,114916000.0
1899,Portugal,João Duarte de Sousa,710999481,Start,10255000.0
1900,Portugal,João Teixeira Soares de Sousa,710999695,Start,10255000.0
1901,Greece,Neoklis Sarris,710999827,Start,10700000.0
1902,Myanmar,Khin Maung Myint,711000398,Stub,54704000.0
1903,Panama,Tomás Arias,711010347,Stub,4283000.0
1904,United Kingdom,"David Russell, 5th Baron Ampthill",711014091,Stub,67160000.0
1905,Iceland,Sigurlín Margrét Sigurðardóttir,711014199,Stub,368000.0
1906,Angola,Carlos Contreiras,711020711,Stub,32522000.0
1907,Benin,Sévérin Adjovi,711029847,Stub,12209000.0
1908,Argentina,Víctor Reviglio,711103077,Stub,45377000.0
1909,Mexico,Manuel Palafox,711103096,Start,127792000.0
1910,Canada,James Atebe,711104781,Start,38190000.0
1911,China,Wei Pu,711112498,C,1402385000.0
1912,Nepal,Tanka Prasad Sharma Kadel,711115345,Stub,29996000.0
1913,Lithuania,Alis Vidūnas,711117871,Stub,2794000.0
1914,Vietnam,Phan Văn Bàn,711137826,Start,96209000.0
1915,Romania,Ion Niculi,711137887,Start,19241000.0
1916,Sweden,Folke the Fat,711140161,Stub,10377000.0
1917,Germany,Joseph Heine,711147128,C,83300000.0
1918,Burkina Faso,Hama Amirou Ly,711151461,Stub,20903000.0
1919,Australia,David Dalrymple (Australian politician),711152854,Stub,25754000.0
1920,Germany,Siegfried Gumbel,711153984,Start,83300000.0
1921,Somalia,Mire Hagi Farah Mohamed,711157138,Stub,15893000.0
1922,Mozambique,Alberto Chipande,711158503,Stub,31166000.0
1923,Fiji,Ami Chand,711160096,Stub,896000.0
1924,Fiji,Muthu Swamy,711160193,Stub,896000.0
1925,Fiji,Mohammed Latif Subedar,711160287,Stub,896000.0
1926,Fiji,Giyannedra Prasad,711160441,Stub,896000.0
1927,Fiji,Deo Narain,711160540,Stub,896000.0
1928,Fiji,Anup Kumar (politician),711160623,Stub,896000.0
1929,Fiji,Krishna Chand Sharma,711160631,Stub,896000.0
1930,Fiji,Vinod Maharaj,711160676,Stub,896000.0
1931,Luxembourg,Pierre Grégoire,711170038,Stub,632000.0
1933,Benin,Gatien Houngbédji,711177510,Stub,12209000.0
1934,Costa Rica,Rubén Pacheco (Costa Rica),711197366,Stub,5111000.0
1935,Venezuela,Rubén Pacheco (Venezuela),711197433,Stub,28645000.0
1936,Russia,Vasiliy Shandybin,711210443,Stub,146733000.0
1937,Somalia,Ibrahim Hassan Addou,711216130,Stub,15893000.0
1938,Brazil,Silas Rondeau,711223452,Stub,211812000.0
1939,Montenegro,Filip Jergović,711226075,Stub,622000.0
1940,Serbia,Borislav Novaković,711262870,Stub,6957000.0
1941,Hungary,Zsigmond Bródy,711280172,Start,9767000.0
1942,Denmark,Urban Hansen,711281453,Stub,5829000.0
1943,Denmark,Egon Weidekamp,711281790,Stub,5829000.0
1944,Denmark,Hans Peter Sørensen,711282856,Stub,5829000.0
1945,Denmark,Mikkel Warming,711285107,Stub,5829000.0
1946,Denmark,Herluf Zahle,711298381,Stub,5829000.0
1947,Fiji,Suruj Mati Nand,711304111,Stub,896000.0
1948,Fiji,John Ali,711304260,Stub,896000.0
1949,Fiji,Nareish Kumar,711304578,Stub,896000.0
1950,Fiji,Pradhuman Raniga,711305614,Stub,896000.0
1951,Spain,Luis Arana,711325636,Stub,47635000.0
1952,Fiji,Shree Ramlu,711326916,Stub,896000.0
1953,United Arab Emirates,Mohammed Hussein Al Shaali,711329740,Stub,9778000.0
1954,Fiji,Pramod Chand,711333035,Start,896000.0
1955,Fiji,Satish Chandra Gulabdas,711333743,Stub,896000.0
1957,China,Lu Zhi (poet),711347920,Start,1402385000.0
1958,Sierra Leone,Sheik I. Kamara,711358178,Stub,7977000.0
1959,Turkey,Sâhib Ata,711377867,Stub,83737000.0
1960,Fiji,K. R. Latchan,711380931,Stub,896000.0
1961,Montenegro,Rifat Rastoder,711386961,Start,622000.0
1962,Chad,Ahmad (Kanem-Bornu king),711388267,Stub,16877000.0
1963,South Africa,Royith Bhoola,711388332,Stub,59628000.0
1964,Sierra Leone,Prince Harding,711388924,Stub,7977000.0
1965,Fiji,Govind Swamy,711409520,Stub,896000.0
1966,Nigeria,Jacob Obande,711417189,Stub,206140000.0
1967,Belarus,Hienadz Karpienka,711420432,Start,9375000.0
1968,Burkina Faso,Salvador Yaméogo,711435393,Stub,20903000.0
1969,Zimbabwe,Engelbert Rugeje,711448400,Start,14863000.0
1970,Fiji,Mahendra Chand Vinod,711463855,Stub,896000.0
1971,Fiji,Samresan Pillay,711464121,Stub,896000.0
1972,Switzerland,Flavio Maspoli,711466343,Stub,8634000.0
1973,Poland,Mikołaj Kozakiewicz,711488862,Stub,38368000.0
1974,Argentina,Herminio Iglesias,711496354,Start,45377000.0
1975,Argentina,Jordán Bruno Genta,711504370,Start,45377000.0
1976,Poland,Tadeusz Olechowski,711505415,Stub,38368000.0
1978,Zimbabwe,Max Mnkandla,711509855,Stub,14863000.0
1979,Fiji,Vinubhai Patel,711516930,Stub,896000.0
1980,Myanmar,Kyaw Myint (physician),711517424,Stub,54704000.0
1981,France,René Souchon,711535854,Stub,64940000.0
1982,Nigeria,Abba Habib,711545907,Stub,206140000.0
1983,China,Duanhua,711568552,Start,1402385000.0
1984,China,Jiao Ge,711571996,Stub,1402385000.0
1985,Chile,José Antonio Errázuriz,711584922,Stub,19470000.0
1986,Taiwan,Chen Po-chih,711596369,Stub,23610000.0
1987,Canada,List of 2007 Canadian incumbents,711603471,Start,38190000.0
1988,France,Marc-Pierre de Voyer de Paulmy d'Argenson,711651760,C,64940000.0
1990,India,Amolak Rattan Kohli,711781073,Stub,1400100000.0
1991,Spain,Álvaro Gil-Robles,711840484,Stub,47635000.0
1992,Netherlands,Luud Schimmelpennink,711849294,B,17467000.0
1993,Paraguay,Benigno Ferreira,711851127,C,7255000.0
1994,Austria,Ignaz Kuranda,711851880,Start,8914000.0
1995,Fiji,Jone Navakamocea,711852099,Stub,896000.0
1996,Fiji,Jainendra Kumar (Fiji),711852222,Stub,896000.0
1997,Fiji,Tevita Vuibau,711853668,Stub,896000.0
1998,Belgium,"Julius Hoste, Jr.",711870030,Start,11515000.0
1999,France,Marc Perrin de Brichambaut,711873595,Start,64940000.0
2000,Indonesia,Muhammad Nazar,711873760,Stub,271739000.0
2001,Denmark,Edvard Sørensen,711874950,Stub,5829000.0
2002,Iran,Mohammad-Reza Modarresi Yazdi,711879916,Stub,84150000.0
2003,Iran,Mohammad-Hossein Khoshvaght,711880330,Stub,84150000.0
2004,Monaco,Émile Pelletier,711880477,Stub,38000.0
2005,Australia,Denise McGill,711881852,Stub,25754000.0
2006,Algeria,Yazid Zerhouni,711888752,Stub,44357000.0
2007,Chile,Arturo Puga,711899538,Stub,19470000.0
2008,Russia,Oleg Vyugin,711900520,Stub,146733000.0
2009,Somalia,Adde Gabow,711906482,Stub,15893000.0
2010,Poland,Józef Michał Łukasiewicz,711907477,Stub,38368000.0
2011,Poland,Paweł Bieliński,711907493,Stub,38368000.0
2012,Poland,Stanisław Węgrzecki,711907524,Stub,38368000.0
2013,Poland,Zygmunt Wielopolski,711907608,Stub,38368000.0
2014,Poland,Nikolai Bibikov,711907637,Stub,38368000.0
2015,Poland,Wiktor Litwiński,711907666,Stub,38368000.0
2016,Poland,Piotr Drzewiecki,711907714,Stub,38368000.0
2017,Poland,Mirosław Kochalski,711907763,Stub,38368000.0
2018,Austria,Karl Kummer (politician),711914641,Stub,8914000.0
2019,Austria,Karl von Zinzendorf,711921747,Start,8914000.0
2020,China,Liu Jingsheng,711923335,Stub,1402385000.0
2021,Lithuania,Jurgis Šaulys,711936216,Start,2794000.0
2022,Zimbabwe,Lovemore Matombo,711958194,Stub,14863000.0
2023,Belgium,Paul Mercier (Bloc Québécois MP),711966404,Stub,11515000.0
2024,Bulgaria,Tsonko Tsonev,711968244,Start,6927000.0
2025,Finland,Jaakko Jonkka,711971278,Stub,5529000.0
2026,Nigeria,Ganiyu Dawodu,711978679,Stub,206140000.0
2027,Chile,Pedro de Vivar,711981329,Stub,19470000.0
2028,Greece,Athanasios Kanakaris-Roufos,711993241,Stub,10700000.0
2029,Belgium,Jacques Van Offelen,711995045,Stub,11515000.0
2030,Zimbabwe,Alfred Nikita Mangena,712004487,Stub,14863000.0
2031,Albania,Arjan Zaimi,712006120,Stub,2838000.0
2032,Mexico,Abraham González Uyeda,712021966,Stub,127792000.0
2033,Belgium,Jan-Baptist Verlooy,712024080,B,11515000.0
2034,Cyprus,Alekos Michaelides,712033621,Stub,1207000.0
2035,Greece,Georgios Roufos,712036885,Start,10700000.0
2036,Pakistan,Taj Muhammad Jamali,712040248,Stub,220940000.0
2037,Guatemala,César Montenegro Paniagua,712046032,Start,18066000.0
2038,Angola,Ilídio Machado,712046802,Stub,32522000.0
2039,Guatemala,Mario Sandoval Alarcón,712046890,Stub,18066000.0
2040,Tanzania,Ameir Ali Ameir,712050205,Stub,59734000.0
2041,Sweden,Kent Persson,712053150,Stub,10377000.0
2042,New Zealand,David Guthrie,712058133,Stub,4987000.0
2043,Greece,Ioannis Roufos,712061684,Stub,10700000.0
2044,Australia,Kevin Reynolds (unionist),712065855,Stub,25754000.0
2045,Tanzania,Joel Bendera,712068906,Stub,59734000.0
2046,Italy,Ubaldo Buttafava,712075709,Stub,60296000.0
2047,France,Max-Théodore Cerfberr,712077164,Stub,64940000.0
2048,Nigeria,Wahab Goodluck,712081212,Stub,206140000.0
2049,Solomon Islands,John Lapli,712081684,Stub,715000.0
2050,Poland,Michał Kochanowski,712082163,Stub,38368000.0
2051,Tanzania,Maua Abeid Daftari,712082170,Stub,59734000.0
2052,Cambodia,Ieu Pannakar,712085445,Stub,15497000.0
2053,Croatia,Petar Mlinarić,712105295,Stub,4020000.0
2054,Ireland,Heidi Bedell,712108637,Stub,5003000.0
2055,Belgium,Dominique Struye de Swielande,712110777,Start,11515000.0
2056,Armenia,Nahapet Gevorgyan,712111932,Stub,2956000.0
2057,Indonesia,Imam Utomo,712113356,Stub,271739000.0
2058,Sweden,Olof Lavesson,712127773,Stub,10377000.0
2059,Estonia,Aleksander Hellat,712132210,Stub,1331000.0
2060,Estonia,Riivo Sinijärv,712132652,Stub,1331000.0
2061,China,Liu Zhi (historian),712144621,Stub,1402385000.0
2062,Belgium,Paul Finet,712144930,Stub,11515000.0
2063,Italy,Carlo Verri,712152693,Stub,60296000.0
2064,Nigeria,Eddie Mbadiwe,712155706,Stub,206140000.0
2065,Brazil,Ruy Hellmeister Novais,712180859,Stub,211812000.0
2066,Somalia,Hassan Haji Mohamoud,712183869,Stub,15893000.0
2067,Poland,Jarosław Drozd,712191502,Stub,38368000.0
2068,Netherlands,Marijke Vos,712203911,Start,17467000.0
2069,Luxembourg,Marie-Thérèse Gantenbein-Koullen,712221176,Stub,632000.0
2070,Iraq,Raed Fahmy Jahid,712221416,Stub,39725000.0
2072,Egypt,Ismail El-Gawsaqi,712237399,Stub,100803000.0
2073,Mongolia,Jamsrangiin Sambuu,712239596,C,3361000.0
2075,Colombia,Ancízar López López,712254668,Stub,49444000.0
2076,New Zealand,Arthur Sexton,712260390,Stub,4987000.0
2077,Greece,Charalambos Avgerinos,712265139,Stub,10700000.0
2078,Angola,Elias Salupeto Pena,712276137,Stub,32522000.0
2079,United States,John Brown (biography),712280275,Start,329878000.0
2080,Nigeria,George Agbazika Innih,712289148,Start,206140000.0
2081,Sierra Leone,Alie Badara Mansaray,712309659,Stub,7977000.0
2082,Indonesia,I Gusti Putu Martha,712309997,Stub,271739000.0
2083,Palestinian Territory,Jamal Tirawi,712310215,Start,5008000.0
2084,Fiji,Hafiz Khan,712314787,Start,896000.0
2085,Iceland,Guðni Ágústsson,712317314,Stub,368000.0
2086,Myanmar,Pho Hlaing,712325072,GA,54704000.0
2087,Iraq,Khalil Jalil Hamza,712335125,Stub,39725000.0
2088,Uruguay,Óscar Diego Gestido,712340748,Start,3531000.0
2089,Slovakia,Robert Nemcsics,712350490,Stub,5462000.0
2090,Somalia,Jibrell Ali Salad,712352250,Start,15893000.0
2091,Poland,Andrzej Artur Zamoyski,712357912,Stub,38368000.0
2092,Poland,Adam Ronikier,712361182,Stub,38368000.0
2093,Italy,Agostino Chiodo,712368516,Stub,60296000.0
2094,Australia,Patrick Taylor (politician),712381283,Stub,25754000.0
2095,Poland,Jan Szczepański (sociologist),712383997,Stub,38368000.0
2096,Luxembourg,Hubert Clément,712396322,Stub,632000.0
2097,Azerbaijan,Khudadat bey Malik-Aslanov,712398115,Start,10108000.0
2098,Chile,Juan Gómez Millas,712400868,Stub,19470000.0
2099,France,Jules Jeanneney,712405563,Start,64940000.0
2100,France,Camille Blaisot,712408196,Stub,64940000.0
2101,Luxembourg,René Blum (politician),712414385,Stub,632000.0
2102,Luxembourg,Georges Wohlfart,712417346,Stub,632000.0
2103,Canada,Thomas Barnaby,712417981,Stub,38190000.0
2104,Serbia,Zoran Mićović,712420653,Stub,6957000.0
2105,China,Bao Houchang,712423725,Stub,1402385000.0
2107,Slovakia,Martin Fronc,712429669,Stub,5462000.0
2108,Japan,Anton Wicky,712433279,Stub,125967000.0
2109,Belgium,Hilde Houben-Bertrand,712434031,Stub,11515000.0
2110,Mali,Modibo Mohammed Al Kaburi,712438599,Stub,20251000.0
2111,Luxembourg,Lucien Weiler,712453838,Stub,632000.0
2112,Luxembourg,Marcel Mart,712467130,Stub,632000.0
2113,Greece,Georgios Sisinis,712469712,Start,10700000.0
2114,China,Fuzhen,712471055,Stub,1402385000.0
2115,Luxembourg,Joseph Brebsom,712481714,Stub,632000.0
2116,Germany,Andreas Kleinlein,712484241,Stub,83300000.0
2117,Luxembourg,Norbert Dumont,712488209,Stub,632000.0
2118,Estonia,Kalle Kulbok,712497960,Stub,1331000.0
2119,Nigeria,Oluseyi Bajulaiye,712500159,Stub,206140000.0
2120,Spain,Pedro Sanz Alonso,712500210,Stub,47635000.0
2121,Hungary,Sava Bjelanović,712500755,Start,9767000.0
2122,Iceland,Bjarni Thorarensen,712501102,Stub,368000.0
2123,Romania,Victor Antonescu,712508431,Stub,19241000.0
2124,Libya,Salih Rajab al-Mismari,712510932,Stub,6891000.0
2125,Luxembourg,Louis Rech,712511559,Stub,632000.0
2126,Azerbaijan,Solomon Grobshtein,712513770,Stub,10108000.0
2127,United States,Henry Throop Stanton,712528813,Stub,329878000.0
2128,Poland,Ksawery Zakrzewski,712541828,Stub,38368000.0
2129,Hungary,János Kis,712542498,Start,9767000.0
2130,Serbia,Aleksandar Vasić,712542603,Stub,6957000.0
2131,Austria,Alwine Dollfuß,712552028,Stub,8914000.0
2132,Argentina,Ovidio Lagos,712556560,Start,45377000.0
2133,Egypt,Ali Maher (diplomat),712566011,Stub,100803000.0
2134,San Marino,Alberto Selva,712567775,Stub,34000.0
2135,Angola,Mfulupinga Nlando Victor,712573588,Start,32522000.0
2136,United States,South–Cockrell–Hargis family,712578434,C,329878000.0
2137,Canada,Mark Evaloarjuk,712579431,Start,38190000.0
2138,Germany,Michael Swierczek,712583819,Start,83300000.0
2139,Canada,Jacques Bizard,712601441,Stub,38190000.0
2140,Russia,Alexey Sergeyevich Yermolov,712607384,Start,146733000.0
2141,Iceland,Páll Melsteð (amtmann),712607416,Stub,368000.0
2142,Germany,Kaspar Deutschenbaur,712618222,Stub,83300000.0
2143,Iraq,Ridha Jawad Taqi,712632653,Start,39725000.0
2144,Myanmar,Win Myint (minister),712634935,Stub,54704000.0
2145,Myanmar,Myat Myat Ohn Khin,712636959,Stub,54704000.0
2146,Mali,Lassana Traoré,712645402,Stub,20251000.0
2147,Madagascar,Azaly Ben Marofo,712645424,Stub,27691000.0
2148,Togo,Paulin Freitas,712645544,Stub,8279000.0
2149,Montenegro,Radivoje Brajović,712647011,Stub,622000.0
2150,Montenegro,Žarko Bulajić,712647024,Stub,622000.0
2151,Montenegro,Marko Orlandić,712647443,Start,622000.0
2152,Montenegro,Vuko Vukadinović,712647667,Stub,622000.0
2153,Cuba,Rafael Guas Inclán,712659486,Start,11281000.0
2154,Montenegro,Novica Radović,712660583,Stub,622000.0
2155,Italy,Carlo Cicuttini,712661063,Start,60296000.0
2156,Myanmar,Myint Hlaing,712664623,Stub,54704000.0
2157,Myanmar,Zeya Aung,712664785,Stub,54704000.0
2158,Myanmar,Kyaw Hsan,712665081,Start,54704000.0
2159,Myanmar,Khin Maung Soe,712665423,Stub,54704000.0
2160,Myanmar,Win Tun,712665642,Stub,54704000.0
2161,Myanmar,Htay Aung,712665801,Stub,54704000.0
2162,Myanmar,Myint Aung (minister),712666789,Stub,54704000.0
2163,Myanmar,Kan Zaw,712667082,Stub,54704000.0
2164,Myanmar,Nyan Tun Aung,712667859,Stub,54704000.0
2165,Sweden,Oscar Björnstjerna,712676837,Stub,10377000.0
2166,Israel,Mordechai Shatner,712678901,Stub,9216000.0
2167,China,Lü Gengsong,712688309,Stub,1402385000.0
2168,Portugal,Francisco Manuel Trigoso,712689174,Start,10255000.0
2169,Ecuador,Pedro José de Arteta,712698368,Stub,17511000.0
2170,Chile,Manuel Bulnes Pinto,712698781,Start,19470000.0
2171,Russia,Mikhail Mokretsov,712699136,Start,146733000.0
2173,Armenia,Aram Manukyan,712720531,Stub,2956000.0
2174,Poland,Zygmunt Załęski,712721813,Stub,38368000.0
2175,Chile,Teresa Núñez,712727886,Start,19470000.0
2176,Togo,Yaovi Adodo,712734467,Stub,8279000.0
2177,Chile,Anfión Muñoz,712738208,Stub,19470000.0
2178,Chile,Ventura Blanco Encalada,712739114,Stub,19470000.0
2179,Russia,Vladimir Samozhenkov,712760926,Stub,146733000.0
2180,Tanzania,Ali Mwinyigogo,712766657,Stub,59734000.0
2181,Brazil,Marcílio Marques Moreira,712779639,Stub,211812000.0
2182,Kazakhstan,Berdibek Saparbayev,712783326,Stub,18732000.0
2183,Chile,Vicente Reyes,712789708,Start,19470000.0
2184,Guatemala,Luis Francisco Ortega Menaldo,712792282,Stub,18066000.0
2185,Lithuania,Romualdas Ignas Bloškys,712796281,Stub,2794000.0
2186,Croatia,Vjekoslav Spinčić,712809299,Start,4020000.0
2187,Algeria,Saad Dahlab,712810569,Stub,44357000.0
2188,San Marino,Giuseppe Amici,712811502,Stub,34000.0
2189,United States,Matheson family,712812632,Stub,329878000.0
2190,Netherlands,Joan Geelvinck (1644–1707),712813858,Start,17467000.0
2191,Netherlands,Lieve Geelvinck,712814342,Start,17467000.0
2192,Brazil,José Horácio Costa,712826895,Stub,211812000.0
2193,Brazil,Henrique da Silva Coutinho,712826957,Stub,211812000.0
2194,Brazil,Antonio Gomez Aguirre,712827067,Stub,211812000.0
2195,Afghanistan,Qari Ziauddin,712832121,Start,38928000.0
2196,Switzerland,Robert Cramer (Swiss politician),712834550,Stub,8634000.0
2197,Switzerland,Ulrich Schlüer,712834967,Start,8634000.0
2198,Brazil,Argeu Hortêncio Monjardim,712835269,Stub,211812000.0
2199,Indonesia,Chris Soumokil,712839327,Stub,271739000.0
